sentence1,sentence2,label
only a fool would say you would not look back on this only a fool would say there are things we wished we had,only a fool would say there are pieces of equipment we wished we had,rephrase
the answer is you have to make a distinction somewhere our distinction is we think schools should go back first,"we could say we'll send hospitality back first, but we won't send schools back",conflict
Vaughan Gething backed 16 and 17-year-olds getting voting rights for the first time just to get more votes giving 16 and 17-year-olds voting rights is the right thing to do from a principle point of view,Vaughan Gething has been a supporter of votes at 16 long before he was elected to the council,inference
"the number of people coming in the UK each month is not as high as 600,000 people at the moment but it was previously the question whether we should close borders to all countries is a good question",Michael Forsyth is completely wrong,no_rel
"Andrea is also self-employed and she has also fallen through the gaps completely Andrea tried to look at the self-employed version of the furlough scheme, that is not applicable to her",there is absolutely nothing applicable to Andrea,rephrase
the increase in funding is 2.1per cent versus 3.4per cent 2.1 percent and 3.4 percent of increase in funding are disputed figures,the UK figures are disputed by experts,rephrase
"it's best to listen very carefully to what the voters are saying whatever the voters say, whatever Labour get to at the end, which is not clear yet, Thangam Debbonaire thinks it is important that people have moved away from the disaster that was the 2019 General Election",Thangam Debbonaire will find out,no_rel
other problems are we going to have from the Brexit agreement are xxx we sign an agreement,we should stick to the agreement,inference
"all the packages from the chancellor are fine while the packages from the chancellor are better than nothing, they’re not enough",James Allcock does not earn too much,rephrase
Vaughn Gething has conversations with Conservative ministers about this Vaughan Gething has conversations with people who are his opponents politically,Vaughan Gething and his political opponents have grown-up conversations,rephrase
the folks used to say x when they were desegregating a neighbourhood saying that we have a black person here in our neighbourhood so we're cool and we're alright when desegregating a neighbourhood doesn’t wash anymore,the folks used to say we have a black person here in our neighbourhood so we’re cool and we’re all right when desegregating a neighbourhood,inference
"if any, further protection should there be xxx in the light of obviously the terrible killing of Sir David Amess this time last week David Amess was in his constituency in Southend preparing for a very normal Friday in many respects for members of parliament and members of the Scottish Parliament",David Amess would be hosting a constituency surgery,rephrase
"what we've done is to bring two parts of the test, articulated and rigid lorry tests together into one test the Conservative party is thinking about merging the lorry tests for two and a half years now","no, we haven't thought about merging the lorry tests for two and a half years",conflict
it would be good to provide laws that were broader to cover cases of individual companies paying politicians the government decided the process of companies paying politicians needed review because xxx,the cause for the goverment deciding that the process of politicians being paid by companies needed review was or wasn't the fact that Owen Paterson was getting payments from companies,rephrase
"Labour does or does not support a referendum on a united Ireland first and foremost, as cosignatories to the Belfast Good Friday Agreement, that is absolutely sacrosanct","the Belfast Good Friday Agreement held that whatever your aspirations, whether to a united Ireland or to remain in the union, that it is in all our responsibilities to drive progress in the here and now",rephrase
UK government can continue denying the Scottish to have have a say for xxx long how long can the UK government wait comes back to the point that we’re in the middle of a pandemic,It is very surprising to Seema Malhotra that Kate talked about investment and she talked about the polling data,no_rel
the party is tearing itself apart you have issues because of obfuscation and denial from all the parties involved,"you have issues in court, issues around sexual harassment, a committee in Parliament unable to get to the truth",inference
we hadn't invested in making PPE 1 percent of our PPE was being made in this country,"Grant Shapps doesn't want to sit here and say, oh it was all easy",no_rel
there is plenty of government legislation for racial equality the government has done a lot to try and make sure that we have racial equality,it’s the people that get racial equality wrong,conflict
the Prime Minister wouldn't allow the Russia report to be published the Prime Minister blocked the Russia report's publication in Parliament,the Prime Minister said he accepted the Russia report and still we've seen no action,no_rel
the last year has been a very long year last year is difficult for everybody,it is a marred year for everybody,rephrase
we've been through so much together human nature is that we want to look forward to better times,we want this to be over,inference
Benjamin Zephaniah would rather the world go vegan David Davis has been critical of the restrictions,the Prime Minister indicated some of those restrictions may continue,no_rel
"a café is a restaurant if x, a restaurant is a bar if x there has been confusion about what constitutes as a café and a bar",we have seen confusion about what constitutes a café and a bar elsewhere in the UK,rephrase
"even if some children do get back to school before the end of the summer term, their experience is more likely to be about social distancing and hygiene rather than anything of any educational value xxx is what the panel can suggest for a whole generation of school children who are now missing nearly half an academic year and face months of distrust about social distancing and social contact and the face of further disruption",there's obviously some schools are going to go back on 1st June,no_rel
"taking your Government hat off for a minute, on a personal level, Steve Barclay would keep xxx all of us in the apartment spend a lot of time away from home","as someone with two children under ten, actually seeing more of the family at  home working",inference
the logistical problem is immense the logistical problem of Coronavirus vaccination requires us to understand that the challenge is why we need to prioritise the way the vaccine is rolled out,the logistical problem of Coronavirus vaccination doesn’t mean that people should be off the hook,inference
Willie Rennie is determined to make sure that everything we promise is affordable and deliverable the Lib Dem's manifesto is cautious,we are not going to over-promise,inference
we should be ashamed to have Matt Hancock as a health secretary Matt Hancock has been disrespectful to a whole sector that he is in charge of which is disgraceful,Matt Hancock being disrespectful to a whole sector speaks to not being able to acknowledge when mistakes have been made,no_rel
Scotland is in the midst of a two-week increased lockdown right now a 2 week increased lockdown requires the public's consent and it requires political leaders to treat the public like adults,the Scottish Government are dependent on the public following the rules and regulations and understanding the evidence behind it,no_rel
we will need less space people will be able to balance their lives a lot better,technology has lead to workspaces needing less space and people being able to balance their lives a lot better,no_rel
the Panel have said things Audience Member 5 agrees with Audience Member 5 wants the correct support between now and when he's supposed to open his business,"the reason of Audience Member 5's one-off grants have to last him longer than the retail sector, yet they have opened first both times is xxx",no_rel
we need to recognise the costs of people being able to afford what they need in life we do need to have something which is economically sustainable in supporting people being able to afford what they need in life,we now need to get the economy back up and running and more people going back to work,rephrase
Naomi Osaka feels her mental health has not been supported the spectators turning to the game want to hear from their heroes what they felt of their play,Heather McGregor thinks what the spectators want to do more than anything else is watch Naomi Osaka play tennis,conflict
"Paul, Fiona Bruce sorry to cut you, but we're not going to get any other questions in unless Fiona steps in, so let's take a question now from Tim the SNP does or doesn't really have a mandate for a second independence referendum","Fiona Bruce was going to come to you actually on this, Robert",no_rel
"it will be beginning by then, but it will nowhere near be in place 1st June date is kind of going back to that conversation we were just having about schools",schools should only be really reopening when this was fully in place,rephrase
key workers have to leave the house Hanna's dad was 55,Hanna's father was a key worker,no_rel
the extra funding is for tutoring the children who need it the most with those schools and areas where the children who need the extra funding the most are the majority of the children xxx is going to happen,the teachers are supposed to choose which of their students they support by xxx,no_rel
"the simple answer is yes, we should be doing more to help find a long lasting solution between Israel and Palestine we have been doing more to help find a long lasting solution between Israel and Palestine",there is no peace process at the moment,conflict
this age group is going to damn this government forever you want people to vote for you,you have to do something about education founding otherwise you have lost that age group,inference
Kate Andrews has to push-back on some of Caroline Lucas' comments there it's hyper bolly to say rape has been decriminalised,rape remains one of the most heinous crimes,conflict
furlough was during the coronavirus one of the good things that's happened is we see more people in employment now than before coronavirus,we see more job opportunities than before coronavirus,rephrase
"today, whether you want to do it via Qatar, or via the UAE, you have to directly or indirectly engage with the Taliban Nelufar Hedayat is creating a division where none exist",a division where none exist is one of the few areas where there is a cross-party consensus between us and the government,rephrase
"we would see any severe side effect of the vaccine at this stage no regulatory authority, whether it is the UK medicines regulatory authority or the European Regulatory Authority or the FDA will let anything go through that doesn’t have a totally squeaky clean safety record","people completely forget that a vaccine stimulates your immune system, it tricks it to see if it has seen the virus",no_rel
"the idea that 5,000 a year, even if you take all of them, and they come tomorrow, 20,000 turned up tomorrow is a joke AudienceMember 20210902QT25 saw some numbers earlier today been that's one in every four villages",one person in every four villages and towns in the UK,rephrase
"the schemes that are put in place at speed like the furlough, the grants and so forth, have covered a lot to protect jobs the next phase to the schemes protecting jobs is how are we going to proceed with those jobs we're not able to protect","the next phase in securing people's jobs is how, particularly on things like apprenticeships, do we get the right skills working with the National Citizens Service, as well as get the right careers advice, skills, the right training for people moving forward",rephrase
"Humphrey Cobbold runs a large chain of budget gyms in that arena we had to close, by end of February, it will be 30 weeks out of the prior 50 James will have been in a similar position",badly-impacted businesses require more targeted support,no_rel
"what Jeane Freeman doesn't really understand is why, in the face of the 21 polls that show that an increasing majority of people in Scotland want not only a referendum but to be independent Jeane Freeman keeps telling them lies about the consequences",people in Scotland are not daft,conflict
"as a young person AudienceMember 20210819QT11 wants to see Labour try to convince AudienceMember 20210819QT11, show AudienceMember 20210819QT11 they stand for things, show AudienceMember 20210819QT11 they are a party AudienceMember 20210819QT11 can put AudienceMember 20210819QT11's faith and trust in the Labour Party needs to convince young voters like AudienceMember 20210819QT11 that they are standing up for young voters",the Labour Party could say xxx to convince AudienceMember 20210819QT12,no_rel
Deborah Norrish works in a secondary school in Plymouth the secondary school Deborah Norrish works at has had their year tens and 12s back for the first time since the COVID19 pandemic,it’s absolutely delightful to see all the year tens and twelves back,no_rel
"that's a heck of a garden you are going to have to have to accommodate that, for no more than 15 minutes we are asking people gradually to take small steps to try to make life",we are all trying to make sense of how it works,no_rel
Jonathan Ashworth is fed up of these sodding restrictions Jonathan Ashworth is fed up of these restrictions,Jonathan Ashworth is sick of the restrictions,rephrase
assembling on site makes the energy usage much lower we have committed significant funds to assembling on site,"in response to Granfel Tower, in particular, we committed additional funding to assembling on site as well",rephrase
you can do xxx using legislation capital punishment should or shouldn't be brought back,capital punishment being brought back is or isn't something Audience Member 20211028QT38 would like to see,rephrase
we have made very big investments into the construction industry in the budget as well supporting the constuction industry is also looking about how we build better,Fiona Bruce is very passionate about modern methods of construction,no_rel
it's absolutely right that the Government is lifting restrictions these dates were at the earliest,we'll keep on reviewing the position very carefully,inference
"almost a year's worth now of open/close, start/stop, lockdown and various restrictions is too slow, too little, and too late now we're going to create a border between England and Scotland, never mind with Ireland",it is still a botched job,inference
"on the one hand the world of what's deemed to be currently politically possible in that world with, yes, the small steps forward are welcome",there are big questions about how the deforestation agreement will be enforced,conflict
AudienceMember 20210722QT22 does think it's hypocritical AudienceMember 20210722QT22 thinks VIPs attending the Euros final without quarantining is hypocritical,VIPs entering without quarantining is hypocritical,rephrase
it's really expensive to eat well and to eat local and to eat vegetables and have fresh meat in the next pandemic we can come out of this looking much better instead of revealing all the inequalities that we have already in terms of what you can access based on what is available and what it costs,we should be asking how we look at our food ecosystem right now in Britain,inference
there are a couple of key caveats to saying you should prove your identity at polling stations one of the caveats to saying you should prove your identity at polling stations is all of this talk about discrimination,people may not have got access already to photographic ID,rephrase
Naomi Osaka has done a lot for the Black Lives Matter movement Naomi Osaka has come in for a lot of fl for doing a lot for the Black Lives matter movement,Naomi Osaka has always hated public speaking,no_rel
"xxx is why don't Labour ask for Dominic Cummings to go Kier Starmer said clearly if he was Prime Minister, he have would have sacked Dominic Cummings",there is now over 60 MPs that have publicly said Dominic Cummings should go,no_rel
"it is utterly bewildering that here we are four years later, and fire safety to do with cladding still has not been resolved in a satisfactory way the Fire Safety bill that has gone through Parliament has clearly been a hugely-missed opportunity",leaseholders through no fault of their own are facing not only this great expense to fix the cladding on their building to make it fire safe,inference
Brexit took four and a half years of focus away from Great Britain we are in the midst of a pandemic,we can come together for the sake of the national interest,inference
"Andrew, you're looking very sceptical your partners in government, the Green Party, are against investment in any carbon capture and storage",your leader Nicola Sturgeon is unable to say whether she supports further exploration and drilling in the North Sea,no_rel
let's make something of wearing face masks make something positive out of wearing face masks,we probably should look at what other countries are doing and encourage the use of face masks more,no_rel
Lisa Nandy makes no apology for recognising that the UK was left in a difficult position when the US took the decision to withdraw from Afghanistan Lisa Nandy has made that point about her non-apologetic position earlier on recognising that the UK was left in a difficult position when the US took the decision to withdraw,Lisa Nandy has been working with Afghan refugees since,no_rel
"the question for the audience the audience does or does not regret now not going for the Theresa May deal, ending up with a protocol they don’t like","the Theresa May deal and the backstop envisaged in that, in the words of the attorney-general, would have been with us together",no_rel
you want to get thousands more HGV drivers on the road you improve HGV drivers working conditions,you want workers such as AudienceMember 20210930QT17 to stay in the job and not to look for one of the million job vacancies that now exist in the UK to go elsewhere to improve their conditions,no_rel
we are not finding out details of the UK government's trade deal with Australia here we finding out details of the UK government's trade deal with Australia from Canberra but not here because xxx,the government has set out the jut line and the UK trade deal with Australia will have to be voted on in Parliament,no_rel
that’s why Bonnie Greer gave Anthony Scaramucci respect Anthony Scaramucci appreciates that Bonnie Greer gave him respect,Anthony Scaramucci wants everybody to know that’s watching the show you have to be very careful with your decision making,no_rel
many other actions like James’ out there it is not easy for the chancellor or the government,"credit to the chancellor or the goverment, they put a lot of effort into this",inference
we could risk jobs which could be saved if we act now everyone on the panel was arguing back and forth for independence,for climate change there's less shouting,no_rel
"the situation is shocking as a father of girls, Victor Adebowale just thinks the situation is unacceptable",it was a good thing that Robert Buckland actually showed some contrition,no_rel
the trouble with what you're saying is you're kind of assuming that there's going to be no variant that challenges the vaccine Benjamin was saying before there could be a variant that challenges the vaccine,"the point about saying it has to be irreversible, you might find yourself in a difficult place with public opinion if you assert that",no_rel
Donald Trump is the most insecure person that Fiona Bruce could ever meet in her life if Donald Trump has Anthony Fauci in front of him he’ll tell him to do the opposite,Donald Trump is insecure about having experts that make him feel inferior,rephrase
"the party itself and all those people who support it and all those activists are getting on with the job that they want to do the party, its supporters and activists are doing the job they want to do which is to promote what the SNP is doing, to promote the case for independence","on the question of Alex Salmond and Nicola Sturgeon, Jeane Freeman has worked with Nicola Sturgeon for five years",no_rel
Cressida Dick should properly set out the reasons for disagreeing with the report Cressida Dick should grab some of the recommendations,Cressida Dick should show she and the institution are taking the report seriously,rephrase
Bonnie Greer never used the word token Chris Philp did use the word token,Chris Philp did not use the word token,conflict
you do not allow us to see GPs face to face not allowing us to see GPs face to face is going to cost lives,it is the fear that not allowing us to see GPs face to face is going to cost lives,inference
six days before saying the Indian variant was a variant of concern xxx many more lives are going to be lost to this because of these decisions that are being made,we are just going to keep going full circle,no_rel
Anneliese Dodds did empathise a lot with what people have said Anneliese Dodds did also empathise a lot with what people have said for the beauty industry as well,this has been an incredibly difficult time,no_rel
"the inquiry that's been set up by Priti Patel has to have statutory powers the inquiry that has been set up by Priti Patel has to be able to compel people to give evidence, otherwise it will get nowhere",the internal Met inquiry has not got statutory powers,rephrase
"as a father of girls, Victor Adebowale just thinks the situation is unacceptable it's rare these days, some shame, and some responsibility",it was a good thing that Robert Buckland actually showed some contrition,inference
in some ways the Met scandal is all political crisis Daniel Finkelstein can't answer yes completely to Fiona Bruce's question of can we trust the Met,Daniel Finkelstein can't answer 100 percent,rephrase
given that the pandemic is so much worse in the north-west we had the pandemic much worse last time and we were ahead of the curve last time round,some of the measures that are now being brought into Greater Manchester and Lancashire could and should have happened many months sooner,no_rel
the border could not go on the island of Ireland the protocol is a consequence of leaving a trading union with one of your biggest trading partners,the protocol is not a consequence of stupid rules,no_rel
a substantial meal could or could not be a pasty a pasty had a side salad,a pasty could be a substantial meal,inference
farmers are concerned that we'll see products coming into this country and undermining our farmers separating it from the economy it is very interesting to look at how we as a country take on this kind of new role in global Britain,now we are outside the EU how we use our soft power,no_rel
"Philip Unknown would like to ask the Secretary of State of Northern Ireland why he is not advocating and actually giving us examples of what the British government will do to promote the union from Philip Unknown's perspective as a unionist, he would be concerned that we are sleep walking into conversation",it is a conversation that Philip Unknown honestly never thought would needed to be had in his lifetime,no_rel
"another reason that energy bills are going up, it's because renewables, wind and solar, this past month, this past few months haven't been as reliable as they have been in the past we're being a bit dishonest with ourselves about where we're actually at and what we can achieve",we need to be honest about the fact that we have been focused on decarbonisation quite rightly,rephrase
"the current England team is the English working class, lads from all backgrounds, all colours the white members of the team have stood behind their teammates and they stood together",Andy Burnham takes inspiration from the next generation in this country who he doesn't think see people in the same way,no_rel
all countries are facing a myriad of problems due to the health crisis we are all facing in Scotland’s case our biggest tragedy was the care homes,Scotland undoubtedly in the first wave restarted too quickly,no_rel
men need to be in a position to be empowered men need to be in a position to call out other men who are not behaving as they should be behaving,there's a wider debate on women's safety,no_rel
we live in parliamentary democracies there can be no disputing the SNP's emphatic victory last week,the only people who are saying no to another referendum are the people who are scared of the outcome,no_rel
Heather McGregor is represented in parliament by Christine Jardine Heather McGregor is represented in the Scottish parliament by Gordon McDonald,Heather McGregor has never met either Christine Jardine nor Gordon McDonald,no_rel
the fight of overlooking or ignoring people's needs needs to go on we can never be relaxed and not challenge ourselves whether it is disability or any type of prejudice,Merryn Somerset-Webb does not have much to add,no_rel
we are in our cent triyear now Northern Ireland is here because of the strength of all of our people here in Northern Ireland to not concentrate actually,when Northern Ireland was created there were many that believed it wouldn’t last very long here we are celebrating 100 years,inference
"the racial abuse wasn't a nice thing, okay, and we're still getting this in this day and age if the footballers, celebrities, have got a platform to raise this, and drive a change, that's what we need","we need the Government to get behind this, to drive changes and change people's mindset",rephrase
we go into a deep recession we know that the people who can be deeply affected are those with disabilities,you defund local authorities like we have in this country,no_rel
Matt Hancock counts as a healthcare worker Matt Hancocks taking the vaccine when healthcare workers are allowed to take it,Matt Hancock is not jumping the queue,rephrase
"we were told the Taliban was toppled yes, the Taliban was toppled","guess who is in charge of Afghanistan today, even more powerful and involved than before",conflict
"not using the Nightingale hospitals is because of a lack of resource, doctors and nurses to support those, to work in them not using the Nightingale hospitals is because of a lack of resource, doctors and nurses to support those, to work in them","why does James Unknown think, more hasn't been done to get the resources for using the Nightingale hospitals",no_rel
children losing their education is a disaster James Heckman is American economist,James Heckman won his Nobel prize,no_rel
we have done nothing about closing the county borders it's an absolute scandal that we have done nothing about closing the county borders althhough we've had the worse death rate in Europe,"this should have been at the outset, close the borders, stop the virus coming in and contain it",no_rel
"what’s got to be sensible here is a pragmatic approach, an integrated approach we are seeing local lockdowns",we may have to see national lockdowns,no_rel
the decrease is not entirely an unknown we can see the trajectory now,people talk about breaking the link between the cases and the hospitalisation and the hospitals,no_rel
we’re dealing with the mental health issues some many resources have been directed towards COVID,"we’re also dealing, on top of that, with the diseases that haven’t been adequately treated during the COVID pandemic",inference
what everyone is asking for is something to happen and a plan we've put 407 billion into protecting jobs,Nadhim Zahawi talked about the furlough scheme which Minette talked about,no_rel
we don’t know if this particular vaccine stops people catching coronavirus we do know this particular vaccine stops 90 percent of people getting sick from coronavirus,it’s really early to know what the vaccine can do,rephrase
"take into perspective in the last 18 months, we can find £1 billion we can find £10 billion",considering our mess in the last 20 years,inference
having a leader who is off the television is what we’re about or not our leader is us,we need to check ourselves,inference
we have low confidence in the discussions held between the Prime Minister and the EU yesterday will facilitate some resolution we've bought far more vaccines than we actually need,we have far more vaccines than we actually need,rephrase
the promises that Grant Shapps' party made on Brexit have not been delivered the Conservative party hasn't invested in further education,we need to get on with the visas so that these people can come in,no_rel
having loads and loads of empty rental stock is a much bigger problem what the government has done -- all the governments because this is a devolved matter -- is put measures in place,there are measures in place that take the pandemic into account,rephrase
"nurses and other NHS workers, because hospital porters, hospital cleaners, all the rest of them over this past year have sweat blood and tears to look after the rest of us nurses and other NHS workers have gone in there where COVID existed and put their lives on the line to look after the rest of us, keep us safe",nurses and other NHS workers literally saved the prime minister's life,rephrase
Labour keeps on insulting their opponents Labour keeps on dissing us,Labour keeps losing,inference
many people have lost their vocational training children losing their education is a disaster,James Heckman is American economist,no_rel
"Grant, the government tries a bit harder to get inside the business decision-making of firms before next Wednesday some firms will take a decision to pack up",we could have avoided that some firms taking a decision to pack up,no_rel
"the reason Victor Adebowale doesn't think the Royal Family are racist because he have met quite a few of them -- most of them, in fact -- in his life Victor Adebowale can say as a black men, and he think he's more qualified than others to say that the royal family is not racist",we need to separate the Royal Family from the institution as Bonnie pointed out,no_rel
what we need is a devolved government who will work with the UK government Ian Wood has a list of six different things here which could happen,the six different things which could happen are being held back,rephrase
"it's not the police in general, just a few bad apples within it this report is about the Met and makes it clear it is only talking about the Met","in terms of the SNP in Scotland, a review found worrying evidence of treatment of black minority officers",no_rel
"unfortunately we’ve extended our measures for another four weeks and potentially that could go on into Easter our focus has to be on how do we support the businesses that were discussed, that they’re experiencing all the implications of lockdown, the disruption to business, to trade",we can support individuals to do the things that Louise talked about by xxx,no_rel
"what's happened during the course of the last few years is that antisemitism was on the fringes of society and it's been brought straight into mainstream politics, into the political party it's not imaginable in this day and age that antisemitism was ignored and not tackled","Jeremy Corbyn and his leadership made a political decision to ignore, not to tackle antisemitism",inference
"Claire Fox would want to give it to those countries a lot poorer than those in the European Union AstraZeneca is a cheap vaccine, and the UK has actually invested huge amounts of money in helping vaccine rollout round the world",there's this presentation that is just topsy-turvy that somehow England's greedily sitting on all these vaccines,conflict
it was wrong to call it freedom day and signpost it so far in advance we should have been focusing on getting the data down,the Labour Party has been constructive on getting the data down,rephrase
Liam Halligan is encouraged with Sarah Jones’ tone everybody wants to see us getting on with it now,they don’t want to see competition on whose vaccine is best,no_rel
Devi Sridhar hasn't seen her family in a year and a half there are more kids that have been out of school and disadvantaged,we are in an emergency situation,inference
Stephen Fitzpatrick sees only a one-dimensional approach to this as an island nation we had the opportunity to learn,we were slightly ahead of the curve,no_rel
"what Nick Thomas-Symonds has always asked is to be judged on actions, not words Keir Starmer showing this morning through that speech what we are now going to do and what we will now do is to try and ensure that this scourge of antisemitism is driven out of our party and it is a safe and welcoming place, which is the Labour party that I want to see","Nick Thomas-Symonds see today as the start of being judged on actions, not words",inference
"everyone will have their scenarios we are all going to have to adjust to this now, this new system",you are told to self-isolate at home for two weeks,no_rel
"Scottish trade to the EU accounts for 60 percent of exports compared with 19 percent to the UK, Fiona Bruce thinks Audience Member means the situation is even worse now",Audience Member does not think it is responsible for Scotland to try to be leaving the UK right now and attempting to join the EU,inference
Andrew Bowie certainly will be wearing a mask in the House of Commons now given the number of COVID cases that we're seeing we do have an example to lead this country,"we do have an example to demonstrate that taking sensible small steps, like wearing masks in crowded places, can have a big difference",rephrase
"the whistle-blower waited so long to put the scandal into a paper when he could have done something almost immediately because of xxx we have no idea, A, who blew the whistle and, B, when the whistle-blower obtained that footage",there could have been a delay between the event happening and the whistle-blower obtaining the footage,rephrase
Audience Member used to study micro biology about a million years ago we are not making some kind of plan to encourage people to conform to the guides and the rules and the regulations that are there because of xxx,xxx is happening with making some kind of plan to encourage poeple to conform to the regulations,rephrase
"historically the Jewish community, 75 per cent of them would usually be voting Democrats Marie van-der-Zyl is very, very worried at the outcome of the US presidential election whatever happens",xxx is how you can make peace with two countries that Israel’s not even at war with,no_rel
a billion pounds of extra spending is for the mental health spend of £400 million the two and a half billion pounds on top of that billion is for the NHS,we've left plenty of headroom to be able to afford an increase in pay for social care workers,no_rel
it's been an incredibly painful day this is really serious,it's a damning incitement of Labour,inference
"we have not had policies that have realised why, so such as supporting people with no access to sick pay to self-isolate if they are ill that some people have difficulties self-isolating is a point we made all the way through the pandemic",the government has never dealt with issues surrounding self-isolation,rephrase
Most of the things that were coming out from that were about access to wi-fi having the money to pay for wi-fi,wi-fi in your home,rephrase
we know the Prime Minister has appointed a so-called independent investigator the Prime Minister himself can veto the publication of that investigator's report,the Prime Minister is hardly independent at all,inference
"in some way it can be self regulated you see some not doing it so well, you wouldn’t go","so long as there’s Guidelines, these places need to be open",no_rel
the Scottish Nationalist Party shouldn't take the electorate for granted and assume they are going to get a majority the SNP should concentrate on health and education,what the SNP is talking about is a pandemic and how you rebuild Scotland,conflict
Sir Keir Starmer brushes his hair and seems like a grown-up opposed to our current Prime Minister who does not wanting a politician to brush their hair and act like a grown-up is setting the bar pretty low,hoping politicians will brush their hair and act like grown-ups is where we are at the bottom of the battle,no_rel
only focussing on another referendum after 14 years the SNP has been in power the SNP is offering nothing new to the people of Scotland other than more division with another referendum,the SNP offering absolutley nothing new other than more division with another referendum is absolutely untrue,conflict
neither of Lisa Nandy or Mehdi Hasan know what they're saying that's what you did,"Lisa Nandy and Mehdi Hasan helped those four girls hold that poster up, and helped a bunch of people hold a national flag of a national identity",no_rel
"who here has or has not booked a holiday abroad this summer where is Richard Walker intending to go or not go, if Richard Walker is allowed",this sounds very confusing for a guy from Iceland Foods Ltd to say,no_rel
testing was not done on every case related to COVID19 due to capacity testing for COVID19 has been far too late,some weeks after Munira Wilson talked to the Deputy Chief Medical Officer we suddenly saw a focus on ramping up COVID19 testing,no_rel
it's a good thing Michelle Dewberry is not in government Michelle Dewberry would be in trouble for saying that people should hug,go hug whoever you want to hug,rephrase
Michelle Dewberry does not represent the Brexit Party then Michelle Dewberry ran secondly as a Brexit Party candidate,"Michelle Dewberry is not involved with the Brexit Party, which is now called Reform",conflict
it is damaging politics as a whole absolutely it is damaging politics as a whole,"time and time again, when people will obviously use this for party political points",no_rel
what about the people who pick up the bins there's a whole range of people who deserve a pay rise,it's also the case that for millions of people that they deserve a pay rise,rephrase
26 percent of NHS frontline staff are thinking of leaving there's a real issue here how we respect the people who have saved lives and done extraordinary work,NHS frontline jobs are not ordinary jobs,inference
all of Lucas's Scottish friends that he's made at uni are all pro-independence on the point made that it’s important that we look for health and healing and ambitions and prosperity,"what most of Lucas's friends say is the opportunities for Scotland outside of the United Kingdom, potentially being back in the European Union or making their own way, as the UK and Britain have said we’re going to do outside the union ourselves",no_rel
students like Georgia should be reimbursed is what we need to look at there will have been different experiences for different students,it will be a different experience depending what university the students are at and what they do,rephrase
the initial entry was to prevent Al-Qaeda from using Afghanistan as a base of operations that initial mission in Afghanistan was a success,xxx is why we fail on the exit strategy from Afghanistan,no_rel
there was no variant of concern there was no variant of concern but Britain still put India on the red list on 23 April,there was a variant of concern as it was a month earlier than that that the first mutant variant was detected in India,conflict
"it will help us to maintain public confidence in test, trace and protect, if we can turn around those tests even faster Vaughan Gething is committed to understanding what we can do to make it better, openly publishing the data we have, and to give that confidence to people",the facts don’t bear out the comments that Liz has actually made,inference
"reopening theatres is many, many months away this length of closure could also be the closure of many small independent theatres",the panel do or do not think the government should help by bailing us out,no_rel
"HGV drivers' working conditions have deteriorated over the last 20 years in the olden days, HGV drivers used to be able to take their wives with them",now HGV drivers are not allowed to take their wives with them for insurance and things like that,conflict
there are or aren't racists in Dan's paper Dan can't say that he has experienced or seen any racism at his own paper,Dan's paper is or is not racist in terms of the coverage,no_rel
the move away from what you take on the gate to all the media rights the anger is a good thing,the anger will end up being better for football even though it has been a sad episode,rephrase
once again vaccination of younger people is going to be put off there are government internal documents talking about the autumn and winter and the pressure on the NHS,in the winter we're going to see the pressure to introduce restrictions and do this all over again,inference
"Bonnie Greer is going to say the same thing about the Jewish people that we have to listen to them If Jewish people tell you some places aren’t safe for them, they don’t feel good, it feels bad, they’re holding trauma, and we have to understand that.",we have to begin to talk about Jewish people,no_rel
"it would probably help Plaid or the Green Party or someone more like that, at the moment the party that will benefit the most is the one that presents the most inspiring vision of the future",presenting an inspiring vision of the future is up to all of us in the next few weeks,rephrase
xxx are the further protections should politicians have in light of the events of last week the fundamental thing to say is nobody should feel unsafe at work,certainly no one should be killed at their work regardless of what sector they work in,rephrase
the government and the Metropolitan Police needed to do more we got a government where Dominic Raab doesn't know who -- is,"Rosie Jones is a woman, but also a disabled woman",no_rel
even as late as April the Government was denying that there was a significant risk to care facilities by mid-May 40% of Covid-related deaths had come from care homes,it would go a long way,inference
the head of the Royal College of GPs has been addressing this issue of face to face appointments with GPs it was pre-pandemic that 80 per cent of appointments were carried out face to face with GPs,it's now something like 57 per cent of appointments were carried out face to face with GPs,no_rel
"in 2016, the Scottish Government actually produced an Equally Safe Act it was made a priority to look after women and gendered violence",looking after women and gendered violence has not been done,conflict
"there is no shortage of graft in the Treasury the schemes that are put in place at speed like the furlough, the grants and so forth, have covered a lot to protect jobs",the first priority was to protect as many jobs as possible,rephrase
the place we should take population is the current England team the current England team is a point because they have been attacked for taking the knee,"the current England team is the English working class, lads from all backgrounds, all colours",no_rel
the Labour do lose this election this time it really will be very difficult for Labour to go back,it could be the end for Labour,inference
you don’t judge people like that anymore we look at human beings,"Baroness Warsi has been on the Conservative party, her party for years about the judgement of black people",no_rel
we started on 8 December with the Pfizer/BioNTech vaccine the Pfizer/BioNTech vaccine has to travel at minus 70 degrees Centigrade,we rolled out into primary care which is the most effective way to get to the most vulnerable,no_rel
"there have been a series of political and strategic failures over a very long period of time that led to here there have been a series of political and strategic failures over a very long period of time, both on the left and the right, that is really important to mention","there have been a series of political and strategic failures over a very long period of time, both sides of the Atlantic",rephrase
