sentence1,sentence2,label
with 7.8 million people having their first vaccines by today,We still have to be very cautious with it,no_rel
"The time for this is not now, everyone knows that's obvious","I do believe that when the time is right, so after all of this pandemic, Scotland should be given the choice as to whether or not they want to stay or leave",inference
this is what you want to make in terms of your manifesto,how do you view the long-term future of oil and gas workers,conflict
we can stop the uncertainty,focus on jobs,inference
"it's very, very difficult to see any cuts in those bilateral programmes",choices have to be made,no_rel
"You must feel really awful about 126,000 deaths as somebody in the Cabinet",Every death is one too many,no_rel
it's a little sad that we have to use an argument of self-interest in order to rationalise and justify sending things in India when they are in a dire state,I don't think that argument is particularly helpful,inference
the ships have moved away,the Royal Navy is able to move away as well,inference
There isn't enough money to support everybody,which they leave to fend tore themselves,inference
It is called standing up to the rights of the democratic legislature,I'll introduce you to the subject and a tutorial on the subject would be of great use to the government,no_rel
It concerns me that 20% of our NHS and care workers are from the BAME community,"The structure should have been to gain trust, work with the communities to get the vaccine rates up before we start forcing mandatory policy on them",no_rel
We run into two problems,the developing world is not going to wish to give up growth that the developed world has enjoyed,no_rel
I'm surprised he didn't mention more about apprenticeships and the apprenticeship levy,the fact that it has not been a success,rephrase
"We also have the lowest 100,000",those are the figures that matter,rephrase
we'll see it when it comes,"If Labour can't hold this seat with this particular candidate that's standing then I don't know about the final nail, but I think it is a hard nail in the coffin",no_rel
"Here we are again, second time round, completely exposed to a virus that has already killed over 650 frontline NHS and care staff","in the first wave in March and April, we were sent in with woefully inadequate PPE",inference
The person at the back was saying she would love to use the train but it is more expensive than flying,That is a policy choice the government made,no_rel
"On April 2, the UK Government guidance is negative tests are not required for asymptomatic elderly patients prior to transfer into care homes",That was Government guidance,inference
More people are going to lose their loved ones,I've already lost my mum,rephrase
I’m being honest about the uncertainties that we still face,that’s what I’m duty-bound to do,rephrase
Covid-19 is one thing but there's a lot more to come,It is the consequences of our actions,no_rel
"What I am seeing in Danish schools, yesterday I just saw a report, children were getting sailing education in the sea",So why not actually use this time to think differently about education and team up,no_rel
"we need to be supporting the tourist industry, the travel industry","when it comes to the travel industry, I have a lot of sympathy with what Gary I think was saying",inference
"What we need to start doing is tell men to stop attacking them and really, really change the story on it",I think there are three levels that this works at,no_rel
I just want to give everybody the timeline so that they know,I started working for him in July 2017,no_rel
"Every single person, and it is coming across with us as well, is on one hand saying something then basically contradicting themselves in the next sentence","We don't know, we really don't know",no_rel
actually talk about how we bring this society together,These issues have been around for a long time,no_rel
"They keep on about it needs to be low, it needs to be down","Do we need to be like New Zealand and Australia, every time they get an infection it just shuts down",no_rel
"counter -- a decade where some of the wealthiest people around have started saying to working class people, blame your neighbour, who has a different coloured skin from you, for everything",We have to mount a better response to it,rephrase
You were calling for them to stay open on Monday morning then on Monday afternoon changed your mind,"The shadow education said they wanted the schools to stay open, then in the afternoon they wanted them closed",rephrase
imagine if it mutates again and then comes back to us,this is really scary,rephrase
"It is bringing democratic structures in Scotland into disrespect,",This is a cesspit that has to be resolved for two reasons.,inference
I don't want to accept a future of indefinite mask-wearing,If we are going to live with this in the way we live with the flu that means things like widespread inoculation giving people booster shots people who are affected should stay away from work places and schools,no_rel
"What we have to do, frankly, is learn to live with the virus while working on therapeutics and vaccines",We have to get it under control,no_rel
00] action is required,what we have to do now is to make sure that we not only have that circuit breaker,no_rel
We have to deal with what we have now,it's what can we do from today,rephrase
I'm surprised now at the fact that the government is shooting itself in the foot really on this particular issue,"When you responded to the question about what the government was doing, Mr Shapps, you gave a very complicated answer",no_rel
we're not suggesting that in that scenario the schools should close,We should do all we can to keep schools open,rephrase
hug your dad,hug the people who are close to you and your family,rephrase
I have been in the military for a long while,the reserve forces,rephrase
It is juvenile,it is downmarket,rephrase
I'm a self-employed florist,I work for myself,rephrase
what will the Government do for people like her,With this I agree on John,no_rel
let's wait and see what this deal looks like,let's wait and see what the deal looks like,rephrase
There’s a process in place for them,"They complain to their university, then they can go to the OIA, the office of the independent adjudicator",rephrase
it called out the whole issue on the under 25 age group,"I'm very, very pleased that Naomi Osaka has stood up on this",inference
We clash too much,We've got to learn to start talking to our neighbours again,inference
"You can change the leader, but that's not changing the results",my question would be what does Labour stand for,no_rel
broken its promises,misled people,rephrase
it was in his scripted,the Prime Minister does this illiteration,inference
"the world has a good view of us in terms of our ability to make things, get things done",People know we’re good at science,rephrase
"I will have the flu vaccine in one arm, the COVID in the other arm, and get on with this","If I want to wear a mask, I'll wear a mask",no_rel
but it when this comes to football I think the premier league has to step forward and protect lower league clubs.,It will be crucial to keeping up business.,inference
Quite a lot,not unanimous,conflict
"No, I think it was appalling","the point that was made about the question of Brexit, in the referendum of 2014 we were told the only way to guarantee Scotland's place in the EU was to vote no",no_rel
"the same people who were protesting on the first day were out on the third day and then on the fifth day, having been arrested each time in between",That was evidently not the case,inference
but the guidance came out on 31 December,There is no reason John Lewis can’t send parcels to Northern Ireland,inference
That means making sure we change the heating in our homes,we want to convert from gas the heating in our homes to things like air source heat pumps and other renewables,rephrase
What that money is going towards is one-to-one tuition,the evidence says will really ensure that they catch up,no_rel
we've got to start to bringing the country together again,We're in the middle of a global pandemic,no_rel
Nadhim and his team have done a remarkable job on the vaccine rollout,is genuinely world leading and is well on the way to our ultimate cure,rephrase
"You impose quarantine which stops foreigners coming into this country, just when there was a chance to save something out of the summer season","many, many businesses in the tourism industry will go under",inference
"What is at stake is an argument about the behaviour of the Jersey authorities and, more particularly, the British government, in surreptitiously introducing new regulatory burdens and compliance requirements with minimal notice, of which the French fishermen couldn't have been aware",Jersey disputes that,conflict
There is definitely a demand for for democracy,We've seen this,rephrase
what planet are you guys on,"We had a conversation 15 minutes ago maybe about being respectful, about supporting each other",no_rel
"It’s a terrible, horrible mess",The norms of the United States are in trouble,no_rel
there's a clear mandate in May with an overwhelming majority SNP government,Boris Johnson has no choice but to give the Scottish people their wish and grant them another referendum,inference
"Either we're conscious of it or we're not conscious of it, but we are",Violence against women is something that we prepared for,inference
we have to be led by the data,we have to be led by the science on this,rephrase
what is vital now is that we try to prevent variants,"we should be locking down as much as we have to, focussing on the vaccine roll-out",rephrase
We shouldn't have to wait for a budget,The Panel have said things I agree with,no_rel
What do you mean by below the over 50s?,"So for people who don’t have an illness which makes them particularly vulnerable to coronavirus,",rephrase
this is what we have to do as a country,Be a leader,no_rel
That's what Parliament is supposed to do,they're supposed to represent the people and the needs of the people,rephrase
the drug problems worse here,There's a lot more things worse,no_rel
I talked about the furlough scheme which Minette talked about,£0.5 billion for this winter to help those families that you are all talking about,no_rel
"Jeremy Corbyn and his leadership made a political decision to ignore, not to tackle antisemitism",The leadership did nothing about it,rephrase
it happens a lot more to women that's the case,That's not to says that your concern is not legit,no_rel
I ran firstly as an independent,"I'm not sitting here, absolutely not, as a representative of any political party at all",conflict
I'm not in the WTO conversations,you are here for the Government tonight,conflict
I agree with what a lot of people here said tonight,I don't care who he is,no_rel
we have had enough of seeing in this country people going to foodbanks and people living on the streets and people unable to afford rent,we're still determined to make life even harder for the people who already have it hard,no_rel
"one thing you do as a Member of Parliament you do engage a lot with the police in, like a normal way where you are not either having suffered some traumatic event or been caught by them",You gain with them a lot,rephrase
"It leaves them thinking about, how can we use things that we've used before to support people who want to come and report things",Relatives of people who want to come and say something is not right about this,rephrase
"but more importantly, it's about culture",we passed a Hate Crime bill in the last parliament,no_rel
Not me,"Obviously it must have been very, very difficult on you and it must have had an impact on your life",no_rel
Kier Starmer has expressed our profound sorrow for this,We are profoundly sorry for that hurt that has been caused,no_rel
That isn't the question,The question is should there be a vaccine passport to allow businesses to ensure COVID safety when entering indoor venues,no_rel
what's happening here is this in itself is actually being more divisive,It is creating new divisions,no_rel
That doesn’t wash anymore.,You don’t judge people like that anymore,rephrase
She is right,Do you want to make a statement or make a difference and she is talking about making a difference,rephrase
"the challenge for every government, not just the UK but across the world, is to suppress the virus",keep the trust of the people,no_rel
The first three stages have gone well and we have enjoyed those freedoms,The lockdown must be irreversible,inference
we have to do it on a consensual basis,can we trust the police,no_rel
"They showed us at each stage, if we do these things, this is what we would expect to happen from the response from the virus",It is not like it was all invented from nowhere,inference
I have one here as well,"I'm an American citizen, of course I do",inference
"The government backed Owen Paterson, then withdrew the report",By doing so it damaged its -- and Owen Paterson,inference
"Those of us in Scotland like me who believe in the union, who believe in Scotland’s proud place, has part of four nations of the United Kingdom","I also don’t believe there’s anything inevitable about this, despite what the SNP representatives might say on this panel",no_rel
If you tell me the despatch of those ships and the fact of election day today are unrelated,I can only say that you will believe anything,inference
the way we increased the seasonal workers,"The sector has a requirement for 80,000 seasonal workers",conflict
There is no way forward in my view apart from a secure Israel that is safe in its borders and a viable state of Palestine,the UK government must use its diplomatic weight now to achieve those two things,inference
"Some of the large corporations, my understanding is had some interesting ways of dealing with governmental funding","if they then did some -- whatever, went bankrupt, that that money was then given back to the government",inference
It is terrible,There are genuinely people,no_rel
I do not want it to continue to be a Tory government,isn't Labour the natural division between it now,no_rel
Why won’t you let them help,Are you going to let the community pharmacies do the jobs,no_rel
Things like bill and ledge late I have submit ease haven't been sitting of,"the let's get Parliament working and showing leadership doing what we are asking everybody else to do, which is go to work if you safely can",inference
As soon as the real world data start coming in it proved unequivocally that those assumptions were wrong,"the government has not changed its position, has not followed data rather than dates",no_rel
He knows some don't pursue the truth,they are pursuer of headlines,rephrase
"everybody here will, I think, understand this is a difficult situation",Israel this week is debating another lockdown and the closure of schools,no_rel
"Now, obviously the Government, they are dealing with two priorities",the other is to protect the economy,rephrase
I left school at 16,"Very little qualifications, dyslexic",no_rel
surely this lack of a roadmap and telling the holiday companies not to advertise on TV and not to go to the expense and everything else,why hasn't the Welsh Government shared this information early with the holiday companies and the travel agencies,no_rel
It's the kind of stuff that's going on in the labs of universities all over Scotland right now,it doesn't happen without somebody funding it,no_rel
"Some of the large corporations, my understanding is had some interesting ways of dealing with governmental funding",We need to get a grip of it,no_rel
"I may have sounded heavy when I was talking about the evolution of seeing any of them, and the way we treat animals","I teach at a university, young adults, and I teach performance poetry",no_rel
are we going to be getting information tomorrow about quite how well the vaccination programme is working against the Indian variant,Can you tell us anything,rephrase
I'm not astonished the language is being used,"I'm astonished such an august institution like that, critical to English sport, would behave in such a way",rephrase
"What, the UK government has done wrong",There are areas where the Scottish government have to learn,conflict
"the point of the Labour Party is to go out and deliver a fairer, better, more just country",the sort of the country that we haven't seen for quite some time,no_rel
been left to languish there,This is heartbreaking,no_rel
Do the DUP regret voting against Teresa May’s option,What are the rules for pets going between Northern Ireland and Scotland or England or Wales,no_rel
particularly during a pandemic when extraordinary things are being asked of people,when families are not seeing loved ones who are dying in hospital,rephrase
by the end of the 20th Century beginning to get their rights,we are still on that journey,no_rel
they are mass gatherings,that's what's completely advised against right now,rephrase
their family are abroad,harder for people to see their family,inference
"Nightingale hospitals were built in the first lockdown with the help of the army, and they are huge facilities",Yet we don’t seem to be able to use those,no_rel
not just from Marie la Penn but fishermen and the north of France,I study the issue closely,no_rel
The government's plan is going to help reduce the risk of the variant -- a new variant by passing it and so on,In the future we are going to see every September huge vaccination programmes,inference
There could have been prejudicial issues there,It may have been tricky to have an inquiry before the trial,inference
It will be for 17 days,we will then as we come out of it see what the impact of that has been,no_rel
You get trusted trade status,We know that sausage is staying in a supermarket in Northern Ireland and it is going to a frying pan in Northern Ireland,no_rel
let's just bring it back,let's make it sensible,rephrase
unfortunately that's the case,"I said, you shouldn't feel like that",inference
I don't speak at every point,I keep my mouth shut,rephrase
We must try to do it justice,Do you think this pandemic has been managed better by Nicola Sturgeon than Boris Johnson,no_rel
the Royal Navy is able to move away as well,it will keep a watch on events,no_rel
"We can open hotels, we can put up marquees and that way we can get more kids back into school",Great idea; begs the question where are the teachers,conflict
I've already lost my mum,I don't want to lose anybody else,inference
"I'm a Greater Manchester MP, we are going through hell in Manchester with the inquiry into the Manchester bombings",Please don't tell me we don't take people's security and safety here in the UK seriously,inference
The argument that the British media is somehow exempt from this would be ridiculous,"You'll know these examples as well as anybody, but the example often quoted of Kate Middleton,",no_rel
To level up every single primary and secondary school pupil so that we had a good baseline,"That's a baseline, from which we are working",rephrase
privatisation is a positive thing,I'm a great fan of privatisation,rephrase
"it’s not just about the syllabus, it’s also about the social interactions","we want to make sure that we can really establish training provision in a way that’s safe for the students, for the staff, for the training professionals and, of course, their families",no_rel
It's a damning incitement of Labour,And today is a damning incitement,rephrase
We think about June 21,What is it looking like for 21 June,rephrase
it is up there,Wouldn't it be great if people were as engaged or more engaged about those things because it clearly works,inference
They are after all handing over money,These venues have to take the responsibility for the people that they have on the premises,inference
I haven’t thought about this in terms of what the immediate priority is,"we certainly realise in the UK, particularly as we go through Brexit, that we need to really ramp up UK manufacturing capacity so that we can make vaccines",no_rel
which is ridiculous,It is ludicrous. It is absolutely crazy,rephrase
This was a specific policy,everything the Government does is correct,no_rel
we need to sort of de-escalate this row a little bit,"The problem is the government dropped a date on people of 1st June, without any real consultation",no_rel
What does that number mean,Does that satisfy anyone here,no_rel
and so he’s classically mishandling things.,He’s insecure about having experts that make him feel inferior,inference
as somebody who has had their first jab and very excited to get their second I think we still have a few issues here,We are always going to be living with the hypothetical of a new variant,no_rel
we just need to do the graft and the work first,actually accept that sometimes it's going to be difficult,rephrase
"I have seen firsthand with the flu vaccination campaign this flu season, we’ve had massive issues",GP surgeries being out of stock for -- having to wait for more than a month to get new stock in,inference
we're told the country is fracturing down racial and generalisational lines,Some of that may be slightly overhyped,no_rel
She deals with it,there is an underlying issue that goes much deeper,no_rel
they're going to work with robots,higher skills and higher wages,inference
We do need a full nation approach,"we do need to take the job losses that are there now and could be coming, with a million facing a cliff edge at the end of October much more seriously than is being done now",rephrase
there will be an element of creativity that comes out of this in tech sectors,there's been a couple of things actually that we should keep,inference
we need to have this public feeling that we are all in it together,That's really worrying,inference
give them the evidence,"You have to give them facts behind it, that the vaccinations are safer than what we take for the flu and more effective",rephrase
a lot of it is in lockdown because of the G7,I'm not sure it is quite as clear-cut as that,conflict
That's really important,"The help through the furlough scheme, the business support, the VAT cut, all of that has helped people to keep their homes, support their livelihoods",no_rel
she has no hope tonight,I haven't been able to get through to her in two day,no_rel
Where does it all end,they didn't listen,no_rel
"everybody is up on their feet, everybody is hugging",we have to go forward,no_rel
The reason we have been successful in reducing the prevalence of Coronavirus is because of massive volumes of public participation and compliance,"The same applies to the track, trace, self-isolate and support strategy, test and protect that we are putting out in Scotland",rephrase
That's the step by step way,It's the hard graft that needs to be done in order to make sure that we can make this just transition real,rephrase
I'm not anti-vaccine,that's what it is in it's simple left form,rephrase
"some of those countries are countries that we have a very difficult set of relationships with, including Iran, for example",It is going to be incredibly hard work,no_rel
There's no easy solutions,the international community need to come back to that there have been agreed international law,no_rel
There may be an argument to say look again at this process,the idea that you would do that under a live case is just -- it is just unacceptable,conflict
which I think was an absolute failure,And I think that's something that should be corrected,inference
"We've done this before, right, we know what the pieces are","In terms of local lockdowns, what we've basically said we're doing surge testing and we're opening longer",no_rel
and so he’s classically mishandling things.,I think that’s one of the more startling things about him,inference
That is how bad things are,how could the government have allowed things to get so bad,no_rel
"It is a tough, difficult place to be",as universities we have a responsibility to people between the ages of 17 and 24 or whatever to equip them to go out into the world,inference
it’s a very important point,"Do you reckon Rob, do you think there’s a correlation between the confidence in how the government’s dealt with this pandemic and connecting that with the third that doesn’t give any of their details with the Track and Trace",inference
"if you ahead up the institution and get a report like this, which is damning, you don't have to necessarily in the end accept all of it","if I said there's no issue, I completely trust everybody in the Met, there's no problem with the institution at all, that would be running consider to that report",rephrase
"they are an entity, and surely there must be some individual people held accountable",Are there any legal redresses that will ensure that the people behind this really are accountable,no_rel
a similar system,just a different title,rephrase
There have been SPS checks in one form or another since the 19th century,We are not putting in new customs infrastructure,no_rel
some of it is a calibration of exactly what she’s saying,"there’s a least of the two evils, if you will",no_rel
"rather than using the language of blame and apology, we should be being honest about it","being forthright about it, using democratic processes wherever possible to deal with it",rephrase
I am a frontline health worker,I work in the emergency department,no_rel
the people in care homes have been vaccinated,the people visiting them have been vaccinated,no_rel
Those things can both be true,Are you also going to pledge them to phase out fossil fuels within ten years,no_rel
"why don't we, as a nation, be a little bit less materialistic",I don't think a lot of people have wanted to go on fancy holidays or drive fancy cars,no_rel
it brings in real questions,not just about public trust,rephrase
the Government don't seem to be willing to step-up and do the right thing,actually protect people's lives,rephrase
We might even need to look at potentially alternatives to the jury,at least an education of the jury,no_rel
Just outside,Literally 200 yards my pub is from being in Tier 2,rephrase
is that enough,Are you going to go further,rephrase
we heard my colleague Jess Phillips in parliament today saying it is not rare for women to be subject to male violence,there's more the government can do too,inference
society has progressed,to imply that we’ve not progressed is just factually wrong and deeply insulting,inference
They have been working really hard through this period often teaching kids at home and being innovative in all the ways we would want them to be,let's get away from teacher bashing,inference
I am no apologist,there will be other factors in terms of why people want to apply,no_rel
He's a nice man therefore it doesn't count,That's not true,conflict
I'm much more interested in what we get to do to transform people's lives,to build our country for the better in the future,rephrase
"on this one issue, don't politicise it",That's why the JCVI are there,no_rel
The simple answer is yes,we have been doing,rephrase
they're right in that,Most of us agree with what they're about,rephrase
why are we not looking at retraining and upskilling people into renewables now rather than waiting for the inevitable to happen?,Ruth?,no_rel
then the primary care networks,"5 or 6 GPs in an area of 50,000 people come together, deciding who will lead",no_rel
"we've got to teach, you know, children at school what healthy relationships look like","it is primary, as well as secondary",rephrase
let's take the issue of drugs,"Scotland's got a terrible record on drug deaths – 1,256 people died",no_rel
people come forward and test,"in terms of what we might be hearing either tomorrow or the next few days, are you expecting good news",no_rel
"Even with a lot of campus security, it still plays on her mind",unfortunately that's the case,inference
"and I think, you know, if the footballers, celebrities, have got a platform to raise this, and drive a change, that's what we need",We saw Marcus Rashford drive the change with the schools and he drove a policy change,rephrase
This isn't just about HGV drivers,we're seeing shortages in our farms,rephrase
we should be on top of this,we should be concerned,rephrase
I don't want us to turn into China,I don't want to live in a surveillance state,inference
The country needs a strong opposition that actually people like me will vote for,I voted for all parties in my lifetime,no_rel
I don't think that's relevant,We need to have a ban I think on s history evidence,inference
There is an end in sight,June 21,rephrase
Donald Trump signed a withdrawal agreement with the Taliban,this idea that you could stay in a stalemate Afghans made it easy for us to leave,no_rel
we cannot hermetically seal our borders,it's a bit irrelevant anyway,inference
it is important that we deal with all of the issues in the protocol,The prime minister said recently he will use Article 16 if necessary,no_rel
That's what we are hoping for,"anyone on the NHS needs it to be world beating so much as really, really effective",inference
aren’t we great,it was because of Brexit,no_rel
I work in a lab everyday of the week,my company has introduced a policy of working in the lab now on alternate weeks,no_rel
they need to know,If theatres said in January' 21 we are going thof this show on,no_rel
Obviously there’s a time lag because they do the complaint first to the university,"Nobody is denying it hasn’t been difficult, of course it has",no_rel
We have vaccinated a high percentage but there are still those who are hesitate talent,There are issues for some people,inference
Do you think there should be no limit,the British people should be in control of how much,no_rel
You were saying that November,The difference is we have a successful vaccine,no_rel
"We didn’t have a change in policy for a very, very long time",We can’t have this what feels like a constant lag between evidence coming through and then action,rephrase
the drug problems worse here,it's always talked about it,inference
"What I am seeing in Danish schools, yesterday I just saw a report, children were getting sailing education in the sea",Why not use those facilities and give of a different kind of education?,inference
we should be getting assistance directly to the Afghan people,How,rephrase
A very unhealthy lifestyle,I'm so focused on people getting vaccinated because they know it saves lives,no_rel
Why aren't we freezing the assets,Why aren't we working with partners to impose sanctions,rephrase
SAGE told the government in September to have a circuit breaker,And Boris Johnson ignored it,inference
I want to step-back a little about the fear Jo talked about,"Up and down our country, there are people, hard working people, who are living in fear about their financial security, you know, we have carers, and we clapped our carers",no_rel
What you find is that it was always wrong,"Coming forward now, no, it is absolutely not right",rephrase
"because the risk of coronavirus being reintroduced with all the harm it's caused economically, in mental health as well as the physical health crisis,",but I still think for the great majority of us that's going to be put off for some time to come,inference
This is the city where 300 years ago Adam Smith studied,there was no rubbish collection in those days,no_rel
"We heard Boris say    build back better, levelling up, high skills, high wages",my fear is it is the poorest and most vulnerable who will be left behind after all those soundbites,conflict
we’re planning to be ready from 1 December,we are not guaranteeing that by any stretch,rephrase
politicians are anybody special,people do look to them for leadership,conflict
joyfully over the next few months according to your plan pubs and restaurant and manufacturers and tailers start to slowly reopen,that unfortunately is not going to be the case with the perfect forming arts venues,inference
"what happens there is that all the other important questions like poverty, inequality, dealing with the 21st century's technological revolution get sidelined",the electorate is rightly worried about being trapped in a…never mind neverendum,inference
"If I finished a shift at the pub -- obviously not at the moment -- and I'm walking home at 11 o'clock in the evening and you're walking past a man who has his hood up, you're pretending to be on the phone because you're scared about his crossing the road and doing something",My 20 year old daughter is renting privately,no_rel
Have a good life for so long as I may have left,Life to go back to normal,inference
"Maybe not in 2022, it could come back in 2023","Make a plan that, actually, this is going to come back at some point",inference
that would have come back whatever the result was,It did not overturn what the Commissioner for Standards actually found,inference
clearly there has been a lot of criticism of Gavin Williams,I assume you want to defend your colleague,inference
that's why we would support things like a universal basic income,for the economy to function well we have to put money into people's pockets,inference
No,you haven’t,rephrase
You will help us learn more about the way this disease spreads,It is a really important step forward in the way we are dealing with this disease,no_rel
No one is above the law including Prince Andrew,nobody is above the law,rephrase
you cut the -- programme,We put money in to do that to help G AR VI,conflict
what will be accepted,what won't be accepted,rephrase
what you're referring to there is a number of videos that have been circulated online from both sides,which have been showing violence that actually either took place at a different time,rephrase
which used to be a Labour seat,are you telling me that the people of Swindon are stupid or thick or wrong because they voted Conservative,no_rel
should NHS workers be the next group to be forced,you are a surgeon in the NHS,no_rel
"from my perspective, there are three things that I would say",You need rigid enforcement of that legislation,rephrase
I did something fireable,I never once blamed anybody,no_rel
I certainly feel very uneasy about going into a supermarket without wearing face masks,I will still continue to do so,no_rel
we've been through so much together,of course we're anxious,inference
"Surely, certain parts of the police are corrupt","You have certain people who are corrupt, it is hard to believe they are corrupt, but they are there",rephrase
It will be a huge effort from the NHS,We have known that for some time too so the NHS has been getting hold of the serious deep freeze,inference
they see other people are being care,it gives people confidence to go on to public transport,inference
And I don’t want to hear it. I don’t want to hear all the other stuff.,"It needed to be dealt with immediately, at the top, with immediate due diligence.",no_rel
"I’m not about to risk the lives of our citizens, on the basis of what Rocco suggests","I’m not saying about reducing the social distancing of two metres, if that’s the law, that’s law",conflict
People have made huge sacrifices so far and we've got to make sure that we get this right,I agree with Robert that we've got to come through this together,inference
If you never taken it before it would probably scare you to take it,Look at the potential side effects of paracetamol,inference
They are after all handing over money,they need to exercise a duty of care,inference
I'm certainly in favour of completing a trade deal with Australia,it has to contain a level playing field for our famers,no_rel
you accepted the Russia report,you accepted that this was the greatest threat to our democratic integrity,rephrase
There are pubs closed now losing thousands upon thousands of pounds,but moving forward to open within the industry it needs much more help,inference
testing has a real impact on this,looking at other countries and care homes,rephrase
they could have a little bit more time as well,"it's not only getting to see them, but seeing them for long enough",rephrase
we’re in an unknown,there’s going to be a lot of unknowns coming up,rephrase
The next thing we have to find out is how are we going to quarantine these people,Now we are starting the tracking and tracing and quarantining as well,inference
You have to lock down,And Boris Johnson ignored it,inference
people can still come in from India,the border isn't closed,inference
we're just going to be in this whole cycle all over again,in the first lockdown everything should have been closed,no_rel
"Being out in my very beautiful constituency, almost as beautiful as Glasgow, and meeting people face to face","I don't think there is any politician, I can't think of any, who haven't had to face threatening behaviour, who haven't been subject to intimidating threats",no_rel
You don't need to be paid in order to be a whistle-blower,"There is a third reason, which we have not mentioned",no_rel
"they will be ultimately the carers and the engineers and they will be the builders of the future, and the NHS staff","whoever the young people pick, I hope that they can see that they are deserving of a government that the framework is built for their wellbeing, that's physical and mental health",no_rel
it’s a disgrace what’s happened in the care homes,obviously Rosina’s talking about her restaurant here,no_rel
Thanks very much,"in terms of the planning, you know, we have known about this since the end of December, beginning of January",no_rel
I had a lot of dealings with her,I had a lot of dealings with Cressida then and subsequently,rephrase
It will change,It means that government and businesses need to work together to ensure that it functions as well as it possibly can,inference
By taking on multiple roles it is saying the issues within their constituency is a part-time role,not taking on multiple roles,inference
we could do more,that also doesn't mean we can't do more with the powers that we've got,inference
"the message that is coming through from the business owners is, this is inconsistent, there's no end in sight",There is an end in sight,conflict
this isn't about EU rules,this is about the deal that Boris Johnson signed,rephrase
There are other parts to that,"perhaps in certain years at key moments, some of which could be during the summer",inference
forgive me for being sceptical about this particular announcement,"my concern is this, my constituents and people around the country, what they want to see is an efficient railway available to them with reasonable phase and a timetable that works",no_rel
"Yeah, and what can be done about it","Well, first of all, this is happening in clubs mainly",no_rel
That clearly was completely and utterly wrong,The first is about intelligence,inference
We can have debates about timing and when the best time to do it would be,"The point here is about who has the right, who has the authority",no_rel
I think we just need to lift it,we now need to move from that,rephrase
You have kids who don't have vaccinations traveling to and from,the testing is not reliable enough to guarantee they will not be bringing a variant or any other thing into this country,no_rel
We would like them to work with us on this,we're not an independent country yet,no_rel
This is happening all around the world,We’re having to cope with this virus,no_rel
technology has done that,Retail will be very different as well,no_rel
health professionals are increasingly worried that this is having a real impact on children’s mental health as well,It’s not just about exam results and life chances,inference
It has only happened twice,in 2014 and that was the first time for 25 years,rephrase
It is unbearable for those people and for their carers,We need to see that acceleration,inference
My cousin is a farmer,I know how tough it is to have to work in that industry all year round with all of the pressures that are on people,inference
"This is something that Mims could take back to the mental health minister, please, give a commencement date to this legislation because this is something we did do","The point, Fiona, is the government has not triggered it to come into force two and a half years later",inference
I've been there on polling days as a candidate watching how they do things,"any old random can wander up and say, oh yeah, I'm Joe Smith from so and so, and in you go with no verification whatsoever",no_rel
What are the jobs we can move to from those areas of the economy where jobs are being lost,"so greening the economy, looking at the challenges, the safer by 2050",rephrase
"For you political commentators and members of the opposition party, you know, Dominic Cummings' story must be like Christmas, your birthday, New Year rolled into one",You must be loving it,rephrase
she’s right to remind us that this isn’t going to be something that we will have an end date to,this isn’t a problem for weeks or months,rephrase
You could see me on countless shows trying to advocate on behalf of Republican policies and what the President was doing,he made it impossible,conflict
"we're told that, well, this is going to go on forever",At some point we've really got to regain our lives,no_rel
we haven't worked it out,"I have a few friends, and I've been a journalist for the past week",no_rel
That's what we need to do,"If that's what it takes to get the country back to normal, to get in-person teaching back to normal, to get small businesses, to get the hospitality industry, to get performing arts, to get everybody back to normal, if we wear a mask",conflict
They’re not going out working,having this extremely heavy death toll and this very severe impact that we’re seeing now has an enormous human cost but it has a human cost as well,no_rel
"What you can control, Nadhim, is how people can get into this country",The Government doesn't control the condition in our abattoirs and demand be a butcher,inference
you need to revisit it and do more,"If it was a large corporation or someone who was well of, you would care,",no_rel
idiots,That is absolutely not true,conflict
it is associated with being poor and not wanting to be seen as being poor,the fact is that we still are,rephrase
we haven’t seen put into place the e-learning that’s necessary for those children so that they really can be receiving the kind of educational input they need,We’ve had so many months when this has been potentially on the cards,conflict
farming and agriculture is massive,It's on a massive scale in Australia,rephrase
It has had a knock-on effect for the employees who work there,it’s had a big effect on hospitality by shutting down those places,rephrase
this groundbreaking Disability Act,"25 years on and whenever I walk in the street alone, I wear headphones because of how I walk and I talk",conflict
I think any rational person would agree with their cause,any rational person would disagree with their methods,conflict
Are we ready for it,do we have the manpower to get that vaccine out there,no_rel
there is balance to be struck,"On the whole, the British public have responded extremely well in observing the lockdown",no_rel
people have had benefits cut and can't get back to work,People who have disabilities,rephrase
I look back to the time when I was raised in Eltham and the terrible appalling murder of Stephen Lawrence,at that time it drove many establishment changes,no_rel
"What they have been trying to do is divide working class communities, make them hate each other, one group to another",That very much is kind of what I see a sense of in Batly,rephrase
and it's because the conditions haven't been pleasant,"this is a market in which 99 per cent of lorry drivers are white male, average age 55 to 57",inference
"it won't solve their civil war, which is the current problem",Should they get rid of Starmer,inference
by my counting anyway there have been eight reviews in the last three years looking into race or the effect of race as part of a bigger project,why do you need another one,no_rel
"with the wind farms, the great opportunities there, a huge resource",We need to make sure the tremendous potential we've got off the shore,inference
