sentence1,sentence2,label
we got a tax hike on working people to pay not for social care the hole they have left in the National Health Service budget,now we have got this Universal Credit cut,no_rel
we need to really support these patients right across their journey of rehabilitation that includes COVID,"we have the staff, allied health professionals",no_rel
The key thing is here schools haven't closed Of course they have been looking after children of key workers,It is not as if they have not been doing anything over recent weeks,inference
The scientific advice we should follow is the data That's what we're going to do,We're going to look at the data on how the vaccinate programme is going,rephrase
it's a bit rich for this Government to be talking about continuing to curb our ability to travel in and out of the countries so greatly its own ministers were traveling during the first lockdown,You had Greg Hands in March in Croatia,rephrase
some of the comments and things in Westminster are absolutely unhelpful we're getting a second chance,if we get the referendum we're getting a second chance to vote for independence,rephrase
my heart goes out to the family of Sara Everard we owe it to women with practical things we can do now,"we must ensure that deaths, and the horrific circumstances in which her family are currently existing, that we learn something",inference
there's a lot of fire safety defect that these buildings have It's actually come out that basically these buildings haven't been fit for purpose for such a long time,It's now all coming out,rephrase
It is a lovely little dog Don’t try to curry favour,Answer the question,inference
"probably the Labour Party hope that they will benefit from having these young people vote for them they kind of look at opinion polls and say, oh, they're all very radical, they'll vote for us",I rather enjoyed it in the Scottish referendum when the SNP deployed a similar tactic,rephrase
It is a big party It has disagreements,Would you describe it as united,inference
I think the people of Wales deserve to hear the full story of this which was the reason as to why we don’t have these tests in Wales,you’re not releasing the actual email correspondence,inference
we ended up with a slight change of guidance for primary schools there was a lack of engagement and lack of communication between government and schools and unions to understand what was workable,"I know the huge and understandable desire that parents, teaching professionals, the natural desire they have for certainty and clarity",no_rel
We have to be careful that we're not blocking roads women may turn down All of this is something men need to reflect on,there's more the government can do too,no_rel
"not just doctors, we’re talking about all healthcare staff The week before I emerged with the symptoms, which was actually coincided with lockdown, I worked cheek by jowl with six senior executives in my office","Well, it’s very peculiar this virus, and it doesn’t affect everybody in the same way",inference
it's today been announced that NHS staff in Scotland will get a four per cent pay rise that will be backdated to December 2020 to recognise the hard work they've done during this crisis What should Wales do,this was announced yesterday in Scotland,conflict
the other system is being used more widely doing a discrete UK only trial for that one,we haven’t trialled it,no_rel
"she was constantly in contact with you, talking about the kind of care she was receiving Yes, mum messaged for all of the 9 days she was in hospital","she messaged us last, actually, about four and a half hours before she passed away",no_rel
That's at the peak of this this is about women dying on a daily basis,When are we going to learn,no_rel
This is the first one. It depends on the manufacture of these vaccinations. ,So it is out of our control as well.,inference
What's the answer? I can't give you the detail of the plan but you know this is the start,you must have some idea what's coming next,inference
"That should be our first point of call it gets down the air miles, CO2, helps the environment and everything",let's start looking at growing things and producing things in Great Britain,inference
we have to be led by the data we have to be led by the science on this,"we've got the report, or should I say the UK government has this report coming now about 5 or 6 April that's going to inform the decision of opening up on 17 May",no_rel
"We have been bending over backwards to respect the Good Friday Agreement for the last three or four years since the Brexit vote happened, so I’ve got no concerns at all on that front the Conservatives in government have worked closely with Republican presidents like Dwight Eisenhower and Ronald Regan","We’ve worked closely with Democrat presidents like Franklin Delano Roosevelt, like Clinton, like Obama",inference
We've got to invest seriously and genuinely in those renewable jobs of the future so we can genuinely transition people from the oil and gas industry into renewables,we need to reduce the demand for oil and gas,inference
There may be a problem with drugs I don't believe that it's that much worse than in England,"that's not just exclusive to Scotland, it's all over",rephrase
I do think the tenants should have that wee bit more support as well until we get well and truly out of this COVID pandemic I have every sympathy with landlords,the ending of the eviction ban is premature,conflict
"I do agree with Michelle, and the point one of the DUPs MPs was making just today, and it fits in an article I wrote earlier this week, nobody should be stopped or afraid of having a conversation particularly in a centenary year",It is right will discuss these things,inference
we are at a critical moment Keir Starmer argued for a circuit breaker of two to three weeks,time is passing,no_rel
"we decided to look at African enslavement and enslavement of people of African ancestry, and to look at trauma The trauma that people can hold inside of themselves, even if you didn’t experience it yourself, is handed down by generation through generation through generation through generation",and it’s real,no_rel
"The sector has a requirement for 80,000 seasonal workers we want to transition the economy to a high wage, high skill economy as Wheelmore are doing",you've got to calibrate which is your point,inference
some other parts of the world are vaccinating children Robert says there's things to be worked out,why would they be able to go abroad with their families on this scenario,rephrase
"asked about this the question I asked was, what will you be getting from us",what will you be getting from us,rephrase
the people who should decide if there's a referendum are the people of Scotland I don't think for a second Boris Johnson will continue to refuse to agree a Section 20 agreement,it will be an agreement,rephrase
United States 620 deaths per million the United Kingdom is suffering alongside the United States,We have a tendency for myopia,inference
the Government should not be sending out messages that it's fine to be doing overseas travel again yet we need to be protecting our vaccinated population,we need to be making more people vaccinated,no_rel
They disagree - there is different things that people are interpreting There are some Conservative MPs who are against it,Why,no_rel
By mid-February I guarantee you everybody will have been offered a vaccine who should take up the offer and be vaccinated,I hope,no_rel
"it was really important that he should go, or at least be contextualised people tried to do that",they tried for decades,rephrase
"Robert, could you…I’m going to move on in a moment, do you want to respond to that this is the Prime Minister after all",this is the leader of your party,rephrase
don't make the mistake of thinking just because some of us recognise this is a complex and difficult situation that all of us need to own up to some level of responsibility I've been directly challenged about our position on this,we recognise the UK was left in a difficult position when the US took the decision to withdraw,no_rel
"we look what is happening around the country within the UK, one of the reasons we worked across as four nations, Scotland and Wales Northern Ireland, England, with the devolved authorities looking at what is right for them",Looked at what is happening in different parts of the country,inference
"At the moment we are dealing with a period of much reduced trade and travel the real test of this agreement is going to come when we come out the other side of the pandemic, trade which travel come back to closer to their normal level, at which point it is only then we’ll be able to judge",we shouldn’t expect things to be the same as before 31 December,no_rel
The leaders didn't have support What it has done is come up with deadlines and goals,"I'm feeling positive about COP, actually",inference
"there's a thing happening at the moment we need to make sure that they are safe, first and foremost",we do have to protect our representatives,inference
"with the vaccination programme which has gone so well in the UK, the promised sunlit uplands always seem to be just that bit out of reach, don't they I think you've got to put people's safety and health first at the forefront of things",I think most people would love to go away on holidays,no_rel
The attacks on the world trade centres were devastating Al-Qaeda was being harboured in Afghanistan,the initial entry was to prevent Al-Qaeda from using Afghanistan as a base of operations,inference
We need to be mindful about our activities I'm not saying it doesn't happen but you have to be responsible for your own self and making your own decisions,We have to take responsibility for our own selves,rephrase
she's a bit worried it shouldn't be an issue,"I said, you shouldn't feel like that",rephrase
"what a lot of people don’t realise is, what an extended network of people they look after and are responsible for particularly many of the players that come from overseas","the picture that’s portrayed of footballers as being, sort of, young men with too much money just really isn’t fair in most of the cases that I come into contact with",no_rel
"it then led to this conversation that we’re having now, about the rest of the relics of Britain’s murky past the visual symbols, the statues are really toxic, and they really are an affront to our shared humanity",then I think it’s really important,inference
Parents will probably look most to head teachers for advice about safety of their kids the circumstances will differ from one place to another in terms of the teaching staff,it should also be done in consultation with local councils,inference
what he was doing was creating time for the -- for Matt Hancock to make his own decision That's what I suspect was going on,"I don't know, but that's what I suspect",rephrase
Why don't we use the powers we have We've done that,Why not focus on what we can do,no_rel
"Canada do it, France do it, other major European democracies have some form of ID for voters at the polling station We'll get the rules right when we go through the debate",Lisa's point is are you targeting the wrong issue,no_rel
I hate that the economy is being pitched against human lives The economy would be much more functioning if we didn’t have this going on,if we had gone into lockdown earlier,rephrase
the same people who have for the last year voted for these really tight restrictions on our civil liberties and freedoms then discuss how they're going to fix the problems that have been caused by those laws in place the response will probably be that we'd no alternative,this has been a year now,no_rel
"in terms of this particular announcement I do worry about the gap between rhetoric and reality we've had in seven years, by the way, 60 different rail projects announced for the North of England by this government",we've yet to see a spade in the ground,conflict
"It’s a very pertinent question it is also the case of tens of thousands of NHS frontline and care staff are also, still, a month after vaccine roll-out began, unvaccinated",Not only a month after we started rolling out the Pfizer vaccine are three-quarters of the over 80s unvaccinated,inference
it also says that in our contract there are lots of bits that are redacted,it's not totally clear,inference
The economic proposition is a disaster Brexit is a disaster,Brexit taught us anything,no_rel
"we all tomorrow ran out and bought an electric car If we all switched from petrol to electrification, where is that going to come from",how would we charge them,inference
"Is there to be a section of the population that can party while everyone else has to wait at first we don’t know whether, even if you had the vaccine you might still transmit the disease",you still might give it to somebody else,rephrase
We should stop beating ourselves up add the numbers together and find that we're still a very big contributor to the rest of the world with overseas aid either in monetary terms or in more practical terms,I don't think we should beat ourselves up,inference
"everyone on the panel you were all arguing, like, back and forth for independence for climate change there's less shouting",it's more positive to see,no_rel
I really hope that young people will engage more in the political debate and will cast their vote in May I hope that it will be for the right reasons,that we don't get any populism and weighing in young people,rephrase
So would you rather it was Trump I want somebody with the right values,I want to see the person who’s got those values,rephrase
through Local Government admit that we've done something about it for the most needy,if you're going to criticise us on something,inference
"at 16, 17 years of age as well, as well as 18 and upwards I really hope that young people will engage more in the political debate and will cast their vote in May",I hope that it will be for the right reasons,no_rel
Only a fool would say you wouldn't look back on this say there are things we wished we had,pieces of equipment we had,rephrase
The answer is you have to make a distinction somewhere Our distinction is we think schools should go back first,"We could say we'll send hospitality back first, but we won't send schools back",conflict
just to get more votes it's the right thing to do from a principle point of view,I've been a supporter of votes at 16 long before I was elected to the council,inference
It is not that high at the moment but it was previously It is a good question,you're completely wrong,no_rel
"So I’m also self-employed and I’ve also fallen through the gaps completely. I tried to look at the self-employed version of the furlough scheme, not applicable to me.",So there’s absolutely nothing.,rephrase
it's 2.1per cent versus 3.4per cent those figures are disputed,the UK figures are disputed by experts,rephrase
"it beho listen very carefully to what the voters are saying Whatever they say, whatever we get to at the end, which is not clear yet, I think it is important that people have moved away from the disaster that was the 2019 General Election",you'll find out,no_rel
What other problems are we going to have from the Brexit agreement we sign an agreement,we should stick to it,inference
"all the packages from the chancellor are fine While the packages are better than nothing, they’re not enough",I don’t earn too much,rephrase
and I have conversations with Conservative ministers about this people who are my opponents politically,but we have grown-up conversations,rephrase
"Chris, that’s what they used to say, the folks, when they were desegregating a neighbourhood That doesn’t wash anymore.","we have a black person here in our neighbourhood so we’re cool, we’re all right",inference
Yeah this time last week David was in his constituency in Southend preparing for a very normal Friday in many respects for members of parliament and members of the Scottish Parliament,He would be hosting a constituency surgery,rephrase
"what we've done is to bring two parts of the test, articulated and rigid lorry tests together into one test if you've been thinking about this for two and a half years","No, we haven't",conflict
It would be good to provide laws that were broader to cover this when the government decided this process needed review,Was it because of Mr Paterson,rephrase
"Where does Labour stand in terms of a referendum on a united Ireland First and foremost, as cosignatories to the Belfast Good Friday Agreement, that is absolutely sacrosanct","The Belfast Good Friday Agreement held that whatever your aspirations, whether to a united Ireland or to remain in the union, that it is in all our responsibilities to drive progress in the here and now",rephrase
how long can the UK government continue denying the Scottish to have have a say it comes back to the point that we’re in the middle of a pandemic,It is very surprising to me that Kate talked about investment and she talked about the polling data,no_rel
The party is tearing itself apart because of obfuscation and denial from all the parties involved,"You have issues in court, issues around sexual harassment, a committee in Parliament unable to get to the truth",inference
we hadn't invested in making PPE 1 percent of our PPE was being made in this country,"I don't want to sit here and say, oh it was all easy",no_rel
There is plenty of government legislation for racial equality The government have done a lot to try and make sure that we have racial equality,it’s the people that get it wrong,conflict
he wouldn't allow it to be published he blocked its publication in Parliament,he said he accepted it and still we've seen no action,no_rel
"It has been a very, very long year Difficult for everybody",A marred year for everybody,rephrase
we've been through so much together Human nature is that we want to look forward to better times,we want this to be over,inference
I'd rather the world go vegan you have been critical of the restrictions,The Prime Minister indicated some of those may continue,no_rel
"When is a café a restaurant, a restaurant a bar there has been confusion about what constitutes as a café and a bar",We have seen that elsewhere in the UK,rephrase
"Even if some children do get back to school before the end of the summer term, their experience is more likely to be about social distancing and hygiene rather than anything of any educational value What can the panel suggest for a whole generation of school children who are now missing nearly half an academic year and face months of distrust about social distancing and social contact and the face of further disruption",There's obviously some schools are going to go back on 1st June,no_rel
"Taking your Government hat off for a minute, on a personal level, what would you keep all of us in apartment spend a lot of time away from home","As someone with two children under ten, I think actually seeing more of the family at  home working",inference
the logistical problem is immense it is to understand that that challenge is why we need to prioritise the way the vaccine is rolled out,That doesn’t mean that people should be off the hook,inference
I am determined to make sure that everything we promise is affordable and deliverable it's cautious,We are not going to over-promise,inference
we should be ashamed to have Matt Hancock as a health secretary been disrespectful to a whole sector that he is in charge of is disgraceful,not being able to acknowledge when mistakes have been made,no_rel
We're in the midst of a two-week increased lockdown right now This requires the public's consent and it requires political leaders to treat the public like adults,We are dependent on the public following the rules and regulations and understanding the evidence behind it,no_rel
we will need less space people will be able to balance their lives a lot better,technology has done that,no_rel
The Panel have said things I agree with I want the correct support between now and when I'm supposed to open,"why do my one-off grants have to last me longer than the retail sector, yet they have opened first both times",no_rel
recognise the costs of this we do need to have something which is economically sustainable,We now need to get the economy back up and running and more people going back to work,rephrase
"Naomi O'Sacka feels she has not been supported in that way the spectators, turning to the game want to hear from their heroes, what they felt of their play",I think what the spectators want to do more than anything else is watch Naomi play tennis,conflict
"Paul, I'm sorry to cut you, but we're not going to get any other questions in unless I step in, so let's take a question now from Tim Does the SNP really have a mandate for a second independence referendum","I was going to come to you actually on this, Robert",no_rel
"it will be beginning by then, but it will nowhere near be in place I just feel that 1st June date is kind of going back to that conversation we were just having about schools",Really schools should only be really reopening when this was fully in place,rephrase
"they have to leave the house For example, my dad was 55",He was a key worker,no_rel
the extra funding is for tutoring the children who need it the most what about in those schools and areas where the children who need it the most are the majority of the children,How are the teachers supposed to choose which of their students they support,no_rel
The simple answer is yes we have been doing,there is no peace process at the moment,conflict
they are going to damn this government forever you want people to vote for you,you have to do something about it otherwise you have lost that age group,inference
I have to push-back on some of Caroline's comments there It's hyper bolly to say rape has been decriminalised,it remains one of the most heinous crimes,conflict
that was during the coronavirus one of the good things that's happened is we see more people in employment now than before coronavirus,We see more job opportunities,rephrase
"Today, whether you want to do it via Qatar, or via the UAE, you have to directly or indirectly engage with them You're creating a division where none exist",This is one of the few areas where there is a cross-party consensus between us and the government,rephrase
"We would see any severe side effect at this stage no regulatory authority, whether it is the UK be medicines regulatory authority or the European Regulatory Authority or the FDA will let anything go through that doesn’t have a totally squeaky clean safety record","people completely forget is that a vaccine stimulates your immune system, it tricks it to see if it has seen the virus",no_rel
"the idea that 5,000 a year, even if you take all of them, and they come tomorrow, 20,000 turned up tomorrow I saw some numbers earlier today been that's one in every four villages",one person in every four villages and towns in the UK,rephrase
"look at the schemes that are put in place at speed like the furlough, the grants and so forth, have covered a lot to protect jobs the next phase to that is how then for those jobs we're not able to protect","we then need to look at the next phase, which is how, particularly on things like apprenticeships, we get the right skills working with the National Citizens Service as well, get the right careers advice, skills, the right training for people moving forward",rephrase
"I run a large chain of budget gyms in that arena we had to close, by end of February, it will be 30 weeks out of the prior 50 James will have been in a similar position",Badly-impacted businesses require more targeted support,no_rel
"What I don't really understand is why, in the face of the 21 polls that show that a majority -- increasing majority of people in Scotland want not only a referendum but to be independent you keep telling them lies about the consequences",People in Scotland are not daft,conflict
"As a young person I want to see Labour try to convince me, show me they stand for things, show me they are a party I can put my faith and trust in they need to convince young voters like myself that they are standing up for us",What could they say to convince you,no_rel
I work in a secondary school in Plymouth we’ve had our year tens and 12s back for the first time,it’s absolutely delightful to see them all,no_rel
"That's a heck of a garden you are going to have to have to accommodate that, for no more than 15 minutes We are asking people gradually to take small steps to try to make life",We are all trying to make sense of how it works,no_rel
I'm fed up of these sodding restrictions I'm fed up of these restrictions,Sick of them,rephrase
where we assemble on site change the energy usage is much lower we can build has committed significant funds to this,"In response to Granfel Tower, in particular, we committed in the /PWUPLGT additional funding to that as well",rephrase
what can you do using legislation Should capital punishment be brought back,Is that something you'd like to see,rephrase
"we have made very big investments into that in the budget as well it's also, looking about how we build better",I am very pass net about is modern moths of construction,no_rel
it's absolutely right that we do that these dates were at the earliest,we'll keep on reviewing the position very carefully,inference
"It is too slow, too little, and too late now we're going to create a border between England and Scotland, never mind with Ireland",It is still a botched job,inference
"On the one hand the world of what's deemed to be currently politically possible in that world with, yes, the small steps forward are welcome",there are big questions about how the deforestation agreement will be enforced,conflict
you do think it's hypocritical You think it is hypocritical,Well it is,rephrase
it's really expensive to eat well and to eat local and to eat vegetables and have fresh meat in the next pandemic we can come out of this looking much better instead of revealing all the inequalities that we have already in terms of what you can access based on what is available and what it costs,how do we look at our food ecosystem right now in Britain,inference
a couple of key caveats to that All of this talk about discrimination,people haven't got access already to photographic ID,rephrase
has done a lot for the Black Lives Matter movement come in for a lot of fl for that,She has always hated public speaking,no_rel
"why don't Labour ask for him to go Kier Starmer said clearly if he was Prime Minister, he have would have sacked him",there is now over 60 MPs that have publicly said he should go,no_rel
"it utterly bewildering that here we are four years later, and this still has not been resolved in a satisfactory way The bill that has gone through Parliament has clearly been a hugely-missed opportunity",leaseholders through no fault of their own to be facing not only this great expense,inference
Brexit took four and a half years of focus away from our country Are we honestly saying that even in this midst of a pandemic,we can't come together for the sake of the national interest,inference
"Andrew, you're looking very sceptical Your partners in government, the Green Party, are against investment in any carbon capture and storage",your leader Nicola Sturgeon is unable to say whether she supports further exploration and drilling in the North Sea,no_rel
Let's make something of this Make something positive out of it,So I kind of feel we probably should look at what other countries are doing and encourage the use more,no_rel
I make no apology for recognising that You've made that point earlier on,I've been working with Afghan refugees since,no_rel
"the question for the audience Do you regret now not going for the Theresa May deal, ending up with a protocol you don’t like","The Theresa May deal and the backstop envisaged in that, in the words of the attorney-general, would have been with us together",no_rel
you want to get thousands more HGV drivers on the road you improve their working conditions,you want workers such as yourself to stay in the job and not to look for one of the million job vacancies that now exist in the UK to go elsewhere to improve their conditions,no_rel
not finding out details here Why is that happening,The government has set out the jut line and it will have to be voted on in Parliament,no_rel
That’s why I did that I appreciate that,I want everybody to know that’s watching the show you have to be very careful with your decision making,no_rel
many other actions like James’ out there it is not easy for the chancellor or the government,"Credit to them, they put a lot of effort into this",inference
"we could risk jobs which could be saved if we act now everyone on the panel you were all arguing, like, back and forth for independence",for climate change there's less shouting,no_rel
"the situation is shocking as a father of girls, I just think it's unacceptable",it was a good thing that you actually showed some contrition,no_rel
The trouble with what you're saying is you're kind of assuming that there's going to be no variant that challenges the vaccine Benjamin was saying before there could be,"The point about saying it has to be irreversible, you might find yourself in a difficult place with public opinion if you assert that",no_rel
he’s the most insecure person that you could ever meet in your life If he has Anthony Fauci in front of him he’ll tell him to do the opposite.,He’s insecure about having experts that make him feel inferior,rephrase
"the party itself and all those people who support it and all those activists are getting on with the job that they want to do which is to promote what the SNP is doing, to promote the case for independence","on the question of Alex Salmond and Nicola Sturgeon, I have worked with Nicola Sturgeon for five years",no_rel
she should set out the reasons properly grab some of the recommendations,show they are taking it seriously,rephrase
I never used the word token you did,No I didn’t,conflict
you do not allow us to see GPs face to face that's going to cost lives,"that's the fear, isn't it",inference
six days before saying the Indian variant was a variant of concern How many more lives are going to be lost to this because of these decisions that are being made,We are just going to keep going full circle,no_rel
I did empathise a lot with what people have said also for the beauty industry as well,This has been an incredibly difficult time,no_rel
"the inquiry that's been set up by Priti Patel has to have statutory powers It has to be able to compel people to give evidence, otherwise it will get nowhere",The internal Met inquiry has not got statutory powers,rephrase
"as a father of girls, I just think it's unacceptable it's rare these days, you know some shame, and some responsibility",it was a good thing that you actually showed some contrition,inference
In some ways it is all political crisis I can't answer yes to your question completely,I can't answer 100 percent,rephrase
"Given that it is so much worse in the north-west We had it much worse last time and we were ahead of the curve, if you like, last time round",some of the measures that are now being brought into Greater Manchester and Lancashire could and should have happened many months sooner,no_rel
the border could not go on the island of Ireland This is a consequence of leaving a trading union with one of your biggest trading partners,It is not a consequence of stupid rules,no_rel
Could it be a pasty it had a side salad,It could be,inference
farmers are concerned that we'll see products coming into this country and undermining our farmers separating it from the economy it is very interesting to look at how we as a country take on this kind of new role in global Britain,now we are outside the EU how we use our soft power,no_rel
"I would like to ask the Secretary of State why he is not advocating and actually giving us examples of what the British government will do to promote the union From my perspective as a unionist, I would be concerned that we are sleep walking into conversation",It is a conversation that I honestly never thought would needed to be had in my lifetime,no_rel
"another reason that energy bills are going up, it's because renewables, wind and solar, this past month, this past few months haven't been as reliable as they have been in the past we're being a bit dishonest with ourselves about where we're actually at and what we can achieve",we need to be honest about the fact that we have been focused on decarbonisation quite rightly,rephrase
"This is the English working class, lads from all backgrounds, all colours the white members of the team have stood behind their teammates and they stood together","I actually take inspiration from them, the next generation in this country who I don't think see people in the same way",no_rel
All countries are facing a myriad of problems in Scotland’s case our biggest tragedy was the care homes,we’re undoubtedly in the first wave restarted too quickly,no_rel
men need to be in a position to be empowered to call out other men who are not behaving as they should be behaving,there's a wider debate,no_rel
we live in parliamentary democracies There can be no disputing the emphatic victory last week,the only people who are saying no to another referendum are the people who are scared of the outcome,no_rel
I'm represented in parliament by Christine Jardine I am represented in the Scottish parliament by Gordon McDonald,I have never met either of them,no_rel
The fight needs to go on we can never be relaxed and not challenge ourselves whether it is disability or any type of prejudice,I haven’t much to add to that,no_rel
we are in our cent triyear now That is because of the strength of all of our people here in Northern Ireland to not concentrate actually,When Northern Ireland was created there were many that believed it wouldn’t last very long here we are celebrating 100 years,inference
"It wasn't a nice thing, okay, and we're still getting this in this day and age and I think, you know, if the footballers, celebrities, have got a platform to raise this, and drive a change, that's what we need","and we need the Government to get behind this, to drive changes and change people's mindset",rephrase
we go into a deep recession we know that the people who can be deeply affected are those with disabilities,you defund local authorities like we have in this country,no_rel
"I count, as it happens, as a healthcare worker my taking it when healthcare workers are allowed to take it",not jumping the queue,rephrase
"We were told the Taliban was toppled yes, it was","guess who is in charge of Afghanistan today, even more powerful and involved than before",conflict
"t is because of a lack of resource, doctors and nurses to support those, to work in them why more hasn’t been done to get those resources into play now",James,no_rel
"This is a disaster James Heckman, the American economist",James Heckman won his Nobel prize,no_rel
We have done nothing about it It's an absolute scandal,"This should have been at the outset, close the borders, stop the virus coming in and contain it",no_rel
"what’s got to be sensible here is a pragmatic approach, an integrated approach We are seeing local lockdowns",We may have to see national lockdowns,no_rel
It is not entirely an unknown We can see the trajectory now,People talk about breaking the link between the cases and the hospitalisation and the hospitals,no_rel
we’re dealing with the mental health issues some many resources have been directed towards COVID,"we’re also dealing, on top of that, with the diseases that haven’t been adequately treated during the COVID pandemic",inference
What they're asking for is something to happen and a plan We've put 407 billion into protecting jobs,I talked about the furlough scheme which Minette talked about,no_rel
"This particular vaccine, Robin, we don’t know if it stops people catching coronavirus we do know it stops 90 percent of them getting sick from it",It’s really early,rephrase
"take into perspective in the last 18 months, we can find £1 billion we can find ten",especially something our mess in the last 20 years,inference
Is that what we’re about Our leader is us,We need to check ourselves,inference
so how much confidence can we have in those negotiations? We've bought far more vaccines than we actually need,We have far more vaccines than we actually need.,rephrase
"the promises that your party made on Brexit, which have not been delivered Why haven't you invested in further education",we need to get on with the visas so that these people can come in,no_rel
That to me is a much bigger problem What the government has done -- all the governments because this is a devolved matter -- is put measures in place,there are measures in place that take the pandemic into account,rephrase
"Nurses and other NHS workers, because hospital porters, hospital cleaners, all the rest of them over this past year have sweat blood and tears to look after the rest of us They've gone in there where COVID existed and put their lives on the line to look after the rest of us, keep us safe",They literally saved the prime minister's life,rephrase
you keep on insulting your opponents you keep on dissing us,you keep losing,inference
their vocational training This is a disaster,"James Heckman, the American economist",no_rel
"Grant, is the government tries a bit harder to get inside the business decision-making of firms before next Wednesday some firms will take a decision to pack up",we could have avoided that,no_rel
"The reason I don't think the Royal Family are racist because I have met quite a few of them -- most of them, in fact -- in my life I can say as a black men, and I think I'm more qualified than others to say that",we need to separate the Royal Family from the institution as Bonnie pointed out,no_rel
What we need is a devolved government who will work with the UK government I have a list of six different things here which could happen,right now are being held back,rephrase
"It's not the police in general, just a few bad apples within it This report is about the Met and makes it clear it is only talking about the Met","Talking to you in terms of the SNP in Scotland, a review found worrying evidence of treatment of black minority officers",no_rel
"Unfortunately we’ve extended them for another four weeks and potentially that could go on into Easter our focus has to be on how do we support the businesses that were discussed, that they’re experiencing all the implications of lockdown, the disruption to business, to trade",How we can support individuals to do the things that Louise talked about,no_rel
"And what's happened during the course of the last few years is that antisemitism was on the fringes of society and it's been brought straight into mainstream politics, into the political party It's not imaginable in this day and age","Jeremy Corbyn and his leadership made a political decision to ignore, not to tackle antisemitism",inference
"I would want to give it to those countries a lot poorer than those in the European Union that is a cheap vaccine, and the UK has actually invested huge amounts of money in helping vaccine rollout round the world",there's this presentation that is just topsy-turvy that somehow England's greedily sitting on all these vaccines,conflict
It was wrong to call it freedom day and signpost it so far in advance we should have been seeing how the data -- focus on getting that down,The Labour Party has been constructive on this,rephrase
I’m encouraged with Sarah’s tone everybody wants to see us getting on with it now,They don’t want to see competition on whose vaccine is best,no_rel
I haven't seen my family in a year and a half there are more kids that have been out of school and disadvantaged,we are in an emergency situation,inference
I see only a one-dimensional approach to this As an island nation we had the opportunity to learn,we were slightly ahead of the curve,no_rel
"What I’ve always asked is to be judged on actions, not words Keir Starmer showing this morning through that speech what we are now going to do and what we will now do to try and ensure that this scourge of antisemitism is driven out of our party and it is a safe and welcoming place, which is the Labour party that I want to see",I see today as the start of that,inference
"Everyone will have their scenarios we are all going to have to adjust to this now, this new system",you are told to self-isolate at home for two weeks,no_rel
"To the EU, I think you mean the situation is even worse now",I don't think it is responsible for Scotland to try to be leaving the UK right now and attempting to join the EU,inference
given the numbers that we're seeing we do have an example to lead this country,"to demonstrate that taking sensible small steps, like wearing masks in crowded places, can have a big difference",rephrase
"Why did he wait so long to put it into a paper when he could have done something almost immediately We have no idea, A, who blew the whistle and, B, when they obtained that footage",It could have been a delay,rephrase
"that was about a million years ago why are we not making some kind of plan to encourage people to conform to the guides, the rules, the regulations that are there?",What's happening with that?,rephrase
"historically the Jewish community, 75 per cent of them would usually be voting Democrats I’m very, very worried at the outcome whatever happens",How can you make peace with two countries that Israel’s not even at war with,no_rel
the mental health spend of £400 million The two and a half billion pounds on top of that billion is for the NHS,we've left plenty of headroom to be able to afford an increase in pay for social care workers,no_rel
It's been an incredibly painful day This is really serious,It's a damning incitement of Labour,inference
"We have not had policies that have realised why, such as supporting people with no access to sick pay to self-isolate if they are ill This is a point we made all the way through the pandemic",The government has never dealt with it,rephrase
Most of the things that were coming out from that were about access to wi-fi having the money to pay for wi-fi,wi-fi in your home,rephrase
We know the Prime Minister has appointed a so-called independent investigator he Prime Minister himself can veto the publication of that investigator's report,He is hardly independent at all,inference
"in some way it can be self regulated You see some not doing it so well, you wouldn’t go","So long as there’s Guidelines, these places need to be open",no_rel
The Scottish Nationalist Party shouldn't take the electorate for granted and assume they are going to get a majority They should concentrate on health and education,What we're talking about is a pandemic and how you rebuild Scotland,conflict
as opposed to our current Prime Minister That is setting the bar pretty low,This is where we are at the bottom of the battle,no_rel
That's after 14 years you've been in power you're offering nothing new to the people of Scotland other than more division with another referendum,Absolutely untrue,conflict
None of yous know what you're saying That's what you did,"You helped those four girls hold that poster up, and you helped a bunch of people hold a national flag of a national identity",no_rel
"who here has booked a holiday abroad this summer where are you intending to go, if you're allowed",this sounds very confusing for a guy from Iceland to say,no_rel
it was down to capacity it’s been far too late,some weeks after that that we suddenly saw a focus on ramping up testing,no_rel
it's a good job I'm not in government I would be in trouble for saying this,go hug them,rephrase
I don't represent the Brexit Party then I ran secondly as a Brexit Party candidate,"I'm not involved with that party, which is now Reform",conflict
it is damaging politics as a whole Absolutely it is,"Time and time again, when people will obviously use this for party political points",no_rel
what about the people who pick up the bins? There's a whole range of people who deserve a pay rise,it's also the case that for millions of people,rephrase
26 percent are thinking of leaving there's a real issue here how we respect the people who have saved lives and done extraordinary work,These are not ordinary jobs,inference
All my Scottish friends that I’ve made here at uni are all pro-independence on the point made that it’s important that we look for health and healing and ambitions and prosperity,"what most of my friends say is the opportunities for Scotland outside of the United Kingdom, potentially being back in the European Union or making their own way, as the UK and Britain have said we’re going to do outside the union ourselves",no_rel
